localidad,tipo,distancia,fuente,fecha_datetime,año,mes,día_semana,distancia_km,nombre_evento,semana,eventos_semana,semana_libre
"Alacant, Villena",Montaña,19300 m,runedia,2025-06-14,2025,6,Sábado,19.3,VII Trail Casica del Guardia,24,105,False
"Alacant, Pilar De La Horadada",Triatlón,24750 m,runedia,2025-06-14,2025,6,Sábado,24.75,Triwhite Pilar de la Horadada - sprint,24,105,False
"València, Domeño",Asfalto,9000 m,runedia,2025-06-14,2025,6,Sábado,9.0,IV Carrera Popular Villa de Domeño,24,105,False
"Castelló, Altura",Montaña,12750 m,runedia,2025-06-14,2025,6,Sábado,12.75,XXVI Subida a pie a la Cueva Santa,24,105,False
"València, Benavites",Asfalto,5200 m,runedia,2025-06-14,2025,6,Sábado,5.2,Volta a Peu Vila de Benavites,24,105,False
"València, Cerdà",Asfalto,7600 m,runedia,2025-06-14,2025,6,Sábado,7.6,Volta popular a Cerdà,24,105,False
"València, Puerto De Sagunto",Asfalto,6000 m,runedia,2025-06-14,2025,6,Sábado,6.0,Carrera Nocturna Puerto de Sagunto,24,105,False
"Alacant, Cocentaina",Cross,7200 m,runedia,2025-06-14,2025,6,Sábado,7.2,2ª Cursa-Cross 24 Hores Esportives de Cocentaina,24,105,False
"Castelló, Castelló",Asfalto,5000 m,runedia,2025-06-14,2025,6,Sábado,5.0,Volta a peu grau Castelló,24,105,False
"Alacant, La Hoya",Asfalto,7500 m,runedia,2025-06-14,2025,6,Sábado,7.5,Carrera Popular Fiestas Hoya-Daimes Solidaria contra el cancer,24,105,False
"València, Real De Gandia",Asfalto,8000 m,runedia,2025-06-14,2025,6,Sábado,8.0,Cursa popular Penya Real,24,105,False
"València, Godella",Asfalto,10000 m,runedia,2025-06-14,2025,6,Sábado,10.0,10Km popular Godella,24,105,False
"Alacant, Nucia",Asfalto,10000 m,runedia,2025-06-14,2025,6,Sábado,10.0,10 Km la Nucia,24,105,False
"Castelló, Caudiel",Btt,20000 m,runedia,2025-06-14,2025,6,Sábado,20.0,Btt Caudiel,24,105,False
"Alacant, La Romana",Asfalto,10000 m,runedia,2025-06-14,2025,6,Sábado,10.0,Vuelta a las pedanias,24,105,False
"València, Catadau",Asfalto,11000 m,runedia,2025-06-14,2025,6,Sábado,11.0,Volta a peu a Catadau,24,105,False
"València, València",Asfalto,6169 m,runedia,2025-06-15,2025,6,Domingo,6.17,"Carrera per la Salut ""junts podem""",24,105,False
"Alacant, Guardamar Del Segura",Triatlón,24250 m,runedia,2025-06-15,2025,6,Domingo,24.25,Triatlón de Guardamar del Segura - Sprint,24,105,False
"Castelló, Sant Joan De Moró",Montaña,9500 m,runedia,2025-06-15,2025,6,Domingo,9.5,Mitja Petjada. Volta Terme Sant Joan de Moró,24,105,False
"València, Agullent",Asfalto,7000 m,runedia,2025-06-15,2025,6,Domingo,7.0,Volta a peu a la vila d´Agullent,24,105,False
"Alacant, Alicante",Triatlón,47500 m,runedia,2025-06-15,2025,6,Domingo,47.5,Triatlon Guardamar del Segura - Olimpico,24,105,False
"Castelló, Burriana",Triatlón,25750 m,runedia,2025-06-15,2025,6,Domingo,25.75,Triatló Ciutat de Burriana,24,105,False
"Castelló, Castelló",Asfalto,5000 m,runedia,2025-06-15,2025,6,Domingo,5.0,5k Benavites,24,105,False
"Castelló, Benicàssim",Asfalto,10000 m,runedia,2025-06-15,2025,6,Domingo,10.0,10K Nocturna Benicassim Platges,24,105,False
"Alacant, Crevillent",Asfalto,5000 m,runedia,2025-06-15,2025,6,Domingo,5.0,5 km Pascual Pérez Alfonso Enercoop - Villa de Crevillent,24,105,False
"Alacant, Benissa",Ruta,9750 m,runedia,2025-06-15,2025,6,Domingo,9.75,Cursa Vila de Benissa,24,105,False
"València, Cerdà",Ruta,7600 m,runedia,2025-06-15,2025,6,Domingo,7.6,Volta popular a Cerdà,24,105,False
"Alacant, San Vicente Del Raspeig",Btt,41548 m,runedia,2025-06-15,2025,6,Domingo,41.55,Jump Full Bike,24,105,False
"València, Valencia",Asfalto,15000 m,runedia,2025-06-15,2025,6,Domingo,15.0,15K nocturna Valencia,24,105,False
"Alacant, La Hoya",Ruta,7500 m,runedia,2025-06-15,2025,6,Domingo,7.5,Carrera Popular Fiestas Hoya-Daimes Solidaria contra el cancer,24,105,False
"Alacant, Dènia",Montaña,15000 m,runedia,2025-06-15,2025,6,Domingo,15.0,I Denia Montgó Trail,24,105,False
"València, Cortes De Pallas",Travesía,12000 m,runedia,2025-06-15,2025,6,Domingo,12.0,Senda de la Cortada,24,105,False
"Alacant, Guadalest",Triatlón,25000 m,runedia,2025-06-15,2025,6,Domingo,25.0,MITIC Triatlón Guadalest,24,105,False
"Alacant, Ibi",Btt,33000 m,runedia,2025-06-15,2025,6,Domingo,33.0,Marcha BTT Villa de Ibi,24,105,False
"València, Cullera",Asfalto,6200 m,runedia,2025-06-15,2025,6,Domingo,6.2,II Carrera Popular Sucro Futbol Sala Cullera,24,105,False
"Alacant, El Campello",Tierra,7000 m,runedia,2025-06-15,2025,6,Domingo,7.0,Cross por la arena de la Playa Carrerlamar,24,105,False
"Castelló, Segorbe",Pista,1609 m,runedia,2025-06-15,2025,6,Domingo,1.61,Milla Semana Deportiva de Segorbe,24,105,False
"Alacant, Novelda",Cross,5000 m,runedia,2025-06-15,2025,6,Domingo,5.0,Cross popular barrio El Casino de Novelda,24,105,False
"Castelló, Jérica",Btt,42500 m,runedia,2025-06-16,2025,6,Lunes,42.5,II Marcha ´Caminos Mudéjares´,25,91,False
"Alacant, Ibi",Asfalto,10000 m,runedia,2025-06-16,2025,6,Lunes,10.0,Memorial de Jose Manuel Zambrana Pleguezuelos,25,91,False
"Alacant, La Vila-Joiosa",Btt,36000 m,runedia,2025-06-16,2025,6,Lunes,36.0,XVI Marxa BTT Sant Miquel,25,91,False
"València, Canet D'En Berenguer",Asfalto,10000 m,runedia,2025-06-16,2025,6,Lunes,10.0,Volta a peu 10k canet d'en Berenguer,25,91,False
"Alacant, Monforte Del Cid",Cross,10500 m,runedia,2025-06-16,2025,6,Lunes,10.5,Cross Popular Subida a Orito,25,91,False
"Alacant, Alicante",Natación,2000 m,runedia,2025-06-16,2025,6,Lunes,2.0,Travesía de la Cantera 2k,25,91,False
"València, Yátova",Obstáculos,1500 m,runedia,2025-06-16,2025,6,Lunes,1.5,"Desafío de Guerreros KIDS - Valencia 1,5K",25,91,False
"Alacant, Pilar De La Horadada",Triatlón,1000 m,runedia,2025-06-16,2025,6,Lunes,1000.0,Triwhite Pilar de la Horadada,25,91,False
"Castelló, Benicarló",Acuatlón,6000 m,runedia,2025-06-16,2025,6,Lunes,6.0,Aqua&Run  Basiliscus - Benicarlo,25,91,False
"Castelló, Cinctorres",Montaña,24000 m,runedia,2025-06-16,2025,6,Lunes,24.0,Cursa de muntanya Dinomania,25,91,False
"Castelló, Serra D´En Galceran",Btt,42000 m,runedia,2025-06-16,2025,6,Lunes,42.0,Marxa BTT La Serra d´en Galceran,25,91,False
"València, Tous",Caminata,11000 m,runedia,2025-06-16,2025,6,Lunes,11.0,CAMINATA TOUS,25,91,False
"València, Yátova",Obstáculos,10000 m,runedia,2025-06-16,2025,6,Lunes,10.0,Desafío de Guerreros Valencia - 10k,25,91,False
"València, Oliva",Triatlón,1500 m,runedia,2025-06-16,2025,6,Lunes,1.5,"Triatlón de Oliva ""La Decana"" de la CV",25,91,False
"Alacant, Alicante",Natación,4000 m,runedia,2025-06-16,2025,6,Lunes,4.0,Travesía de la Cantera 4km,25,91,False
"València, Montaverner",Asfalto,7200 m,runedia,2025-06-16,2025,6,Lunes,7.2,Volta a peu a Montaverner,25,91,False
"València, Buñol",Obstáculos,6000 m,runedia,2025-06-16,2025,6,Lunes,6.0,Desafío de Guerreros Valencia - 6k,25,91,False
"València, Albalat Dels Sorells",Ruta,7500 m,runedia,2025-06-16,2025,6,Lunes,7.5,Volta a peu Albalat dels Sorells,25,91,False
"Castelló, Peñíscola",Triatlón,113000 m,runedia,2025-06-16,2025,6,Lunes,113.0,3TCS Tritan Triatlón 2013 - Peñíscola/Morella,25,91,False
"Castelló, Les Alqueries",Asfalto,8750 m,runedia,2025-06-16,2025,6,Lunes,8.75,Alqueries Running,25,91,False
"València, Gandia",Ruta,10000 m,runedia,2025-06-16,2025,6,Lunes,10.0,10Km nocturnos playa de Gandia,25,91,False
"València, Sumacarcer",Asfalto,8000 m,runedia,2025-06-16,2025,6,Lunes,8.0,Volta a peu a Sumacarcer,25,91,False
"Castelló, Castelló",Ruta,5000 m,runedia,2025-06-16,2025,6,Lunes,5.0,Volta a peu grau Castelló,25,91,False
"València, Tous",Montaña,14000 m,runedia,2025-06-16,2025,6,Lunes,14.0,Trail de Tous - Sprintrail,25,91,False
"València, Tous",Montaña,20000 m,runedia,2025-06-16,2025,6,Lunes,20.0,Trail TOUS,25,91,False
"Alacant, Calp",Asfalto,7460 m,runedia,2025-06-16,2025,6,Lunes,7.46,Cursa Urbana ciutat de Calp,25,91,False
"València, Valencia",Ruta,5888 m,runedia,2025-06-17,2025,6,Martes,5.89,Carrera tendetes contra la droga,25,91,False
"València, Silla",Otros,1609 m,runedia,2025-06-17,2025,6,Martes,1.61,Milla Silla,25,91,False
"València, Silla",Otros,1609 m,runedia,2025-06-17,2025,6,Martes,1.61,XI Milla Silla - 2011,25,91,False
"València, Xeraco",Montaña,17500 m,runedia,2025-06-17,2025,6,Martes,17.5,Pujada nocturna al Monduver,25,91,False
"València, Quart De Poblet",Ruta,1609 m,runedia,2025-06-17,2025,6,Martes,1.61,Milla urbana Quart de Poblet,25,91,False
"València, La Pobla De Vallbona",Asfalto,7000 m,runedia,2025-06-17,2025,6,Martes,7.0,Volta a peu al Cerrao,25,91,False
"Alacant, La Hoya",Asfalto,7500 m,runedia,2025-06-18,2025,6,Miércoles,7.5,Carrera Popular Fiestas Hoya-Daimes,25,91,False
"València, Canet D'En Berenguer",Natación,2000 m,runedia,2025-06-18,2025,6,Miércoles,2.0,Travesia a Nado Solidaria Playa de Canet,25,91,False
"València, Tavernes Blanques",Ruta,15500 m,runedia,2025-06-18,2025,6,Miércoles,15.5,Gran Fons Mancomunitat del Carraixet,25,91,False
"València, Vinalesa",Ruta,15000 m,runedia,2025-06-18,2025,6,Miércoles,15.0,Gran fons Mancomunitat del Carraixet,25,91,False
"València, Ontinyent",Asfalto,6880 m,runedia,2025-06-18,2025,6,Miércoles,6.88,Volta a peu Ontinyent,25,91,False
"València, Valencia",Ruta,5566 m,runedia,2025-06-19,2025,6,Jueves,5.57,Carrera tendetes contra la droga,25,91,False
"València, Valencia",Ruta,6000 m,runedia,2025-06-19,2025,6,Jueves,6.0,Carrera tendetes contra la droga,25,91,False
"Alacant, Torrevieja",Triatlón,51500 m,runedia,2025-06-19,2025,6,Jueves,51.5,Triatlón TriWhite Torrevieja - Olimpico,25,91,False
"Castelló, Oropesa Del Mar",Triatlón,25750 m,runedia,2025-06-19,2025,6,Jueves,25.75,Triatlón Oropesa del Mar - Sprint,25,91,False
"Alacant, Torrevieja",Triatlón,12800 m,runedia,2025-06-19,2025,6,Jueves,12.8,Triatlón TriWhite Torrevieja - SuperSprint,25,91,False
"València, Sedaví",Asfalto,10000 m,runedia,2025-06-19,2025,6,Jueves,10.0,Volta a peu a Sedaví - Memorial Celedonio Cano,25,91,False
"Castelló, Oropesa Del Mar",Triatlón,51500 m,runedia,2025-06-19,2025,6,Jueves,51.5,Triatlón Oropesa del Mar - Olimpico,25,91,False
"Alacant, Torre De Les Maçanes",Asfalto,10000 m,runedia,2025-06-19,2025,6,Jueves,10.0,Carrera Popular Torre de les Maçanes,25,91,False
"Alacant, Torrevieja",Triatlón,25750 m,runedia,2025-06-19,2025,6,Jueves,25.75,Triatlón TriWhite Torrevieja - Sprint,25,91,False
"Alacant, Elda",Btt,42000 m,runedia,2025-06-19,2025,6,Jueves,42.0,Marcha BTT Valle de Elda,25,91,False
"València, Sumacárcer",Triatlón,31750 m,runedia,2025-06-19,2025,6,Jueves,31.75,Triatlón de Sumacárcer,25,91,False
"Castelló, Benicasim",Ruta,10000 m,runedia,2025-06-19,2025,6,Jueves,10.0,10km platges de Benicàssim,25,91,False
"València, La Pobla De Farnals",Natación,1900 m,runedia,2025-06-19,2025,6,Jueves,1.9,Travesía a nado Pobla de Farnals,25,91,False
"Castelló, Serra D´En Galceran",Btt,40000 m,runedia,2025-06-19,2025,6,Jueves,40.0,Marxa BTT La Serra d´en Galceran,25,91,False
"València, Benavites",Asfalto,5000 m,runedia,2025-06-19,2025,6,Jueves,5.0,Volta a Peu Vila de Benavites,25,91,False
"València, Sant Joanet",Asfalto,8000 m,runedia,2025-06-20,2025,6,Viernes,8.0,Volta a peu a Sant Joanet,25,91,False
"Alacant, Castell De Guadalest",Otros,2500 m,runedia,2025-06-20,2025,6,Viernes,2.5,Travesía a nado pantano de Guadalest,25,91,False
"València, Llíria",Asfalto,15000 m,runedia,2025-06-20,2025,6,Viernes,15.0,Gran Fons Ciutat de Llíria,25,91,False
"València, Ribarroja Del Turia",Ruta,6300 m,runedia,2025-06-20,2025,6,Viernes,6.3,Volta a peu nocturna Ribarroja del Turia,25,91,False
"València, Beniparrell",Asfalto,10000 m,runedia,2025-06-20,2025,6,Viernes,10.0,Volta a peu de Beniparrell,25,91,False
"Alacant, La Encina",Tierra,10500 m,runedia,2025-06-20,2025,6,Viernes,10.5,Carrera y Marcha Popular La Encina,25,91,False
"València, Masia De Traver",Asfalto,5000 m,runedia,2025-06-20,2025,6,Viernes,5.0,5K Nocturnos Kike Moret,25,91,False
"València, Sedaví",Asfalto,7000 m,runedia,2025-06-20,2025,6,Viernes,7.0,48ª Volta a peu a Sedaví - Memorial Celedonio Cano,25,91,False
"Castelló, Costur",Montaña,19000 m,runedia,2025-06-20,2025,6,Viernes,19.0,Tarugo Trail,25,91,False
"València, Valencia",Asfalto,50000 m,runedia,2025-06-20,2025,6,Viernes,50.0,III Reto AVAPACE Corre 50 10K en 50 horas,25,91,False
"Castelló, La Salzadella",Asfalto,3600 m,runedia,2025-06-21,2025,6,Sábado,3.6,XI Cursa Festes de la Joventut,25,91,False
"València, Benetússer (Valencia)",Asfalto,8600 m,runedia,2025-06-21,2025,6,Sábado,8.6,XXIII Volta a peu a Benetússer. Cursa del Solstici,25,91,False
"Alacant, Benijofar",Asfalto,1609 m,runedia,2025-06-21,2025,6,Sábado,1.61,III Milla Azul,25,91,False
"València, Xeraco",Asfalto,7300 m,runedia,2025-06-21,2025,6,Sábado,7.3,A la lluna de la mar,25,91,False
"Alacant, La Encina",Tierra,10500 m,runedia,2025-06-21,2025,6,Sábado,10.5,III Carrera y Marcha Popular La Encina,25,91,False
"Castelló, Costur",Montaña,19000 m,runedia,2025-06-21,2025,6,Sábado,19.0,I Tarugo Trail,25,91,False
"València, Beniparrell",Asfalto,10000 m,runedia,2025-06-21,2025,6,Sábado,10.0,XVII Volta a peu de Beniparrell,25,91,False
"València, Alberic",Ruta,8200 m,runedia,2025-06-21,2025,6,Sábado,8.2,Volta a Peu Urbanització San Cristóbal,25,91,False
"Castelló, Vila-Real",Asfalto,5800 m,runedia,2025-06-21,2025,6,Sábado,5.8,I Cursa Solidària per Parelles Celtic Submarí,25,91,False
"Castelló, Ludiente",Montaña,16650 m,runedia,2025-06-21,2025,6,Sábado,16.65,Carrera de montaña villa de Ludiente,25,91,False
"Alacant, Benijofar",Asfalto,1609 m,runedia,2025-06-21,2025,6,Sábado,1.61,IV Milla Azul,25,91,False
"València, Valencia",Asfalto,5760 m,runedia,2025-06-21,2025,6,Sábado,5.76,Volta a peu centenari del Levante U.D.,25,91,False
"València, Chiva",Montaña,49000 m,runedia,2025-06-21,2025,6,Sábado,49.0,MaratóNocturno Amanece x Chiva,25,91,False
"Alacant, La Vila-Joiosa",Btt,36000 m,runedia,2025-06-21,2025,6,Sábado,36.0,Marxa BTT Sant Miquel,25,91,False
"Castelló, La Salzadella",Asfalto,3600 m,runedia,2025-06-21,2025,6,Sábado,3.6,Cursa Festes de la Joventut,25,91,False
"València, Sant Joanet",Asfalto,8000 m,runedia,2025-06-21,2025,6,Sábado,8.0,II Volta a peu a Sant Joanet,25,91,False
"València, Canet D'En Berenguer",Ruta,10000 m,runedia,2025-06-22,2025,6,Domingo,10.0,Volta a peu a canet d'en Berenguer,25,91,False
"Alacant, Monforte Del Cid",Cross,10500 m,runedia,2025-06-22,2025,6,Domingo,10.5,Cross popular subida a Orito,25,91,False
"Castelló, Benicasim",Tierra,10000 m,runedia,2025-06-22,2025,6,Domingo,10.0,10km platges de Benicàssim,25,91,False
"Alacant, Algorfa",Asfalto,10000 m,runedia,2025-06-22,2025,6,Domingo,10.0,VIII Carrera Nocturna 10K Villa de Algorfa,25,91,False
"Alacant, Novelda",Cross,5000 m,runedia,2025-06-22,2025,6,Domingo,5.0,Cross popular barrio Sagrado Corazón,25,91,False
"València, Godella",Asfalto,10000 m,runedia,2025-06-22,2025,6,Domingo,10.0,10k Godella,25,91,False
"Alacant, Algorfa",Asfalto,5000 m,runedia,2025-06-22,2025,6,Domingo,5.0,VIII Carrera Nocturna 5K Villa de Algorfa,25,91,False
"Alacant, La Marina, Elche",Cross,8000 m,runedia,2025-06-22,2025,6,Domingo,8.0,Cross Popular Playa El Rebollo,25,91,False
"València, Beselga",Btt,45000 m,runedia,2025-06-22,2025,6,Domingo,45.0,IX Passeio BTT - Nos Trilhos do Ceireiro,25,91,False
"Alacant, La Encina",Asfalto,10500 m,runedia,2025-06-22,2025,6,Domingo,10.5,II Carrera y Marcha Popular La Encina,25,91,False
"València, Buñol",Asfalto,5000 m,runedia,2025-06-22,2025,6,Domingo,5.0,Carrera 5k Solidaria de Buñol,25,91,False
"València, Chiva",Montaña,43500 m,runedia,2025-06-22,2025,6,Domingo,43.5,MaratóNocturno Amanece x Chiva,25,91,False
"Alacant, La Vall De Laguar",Btt,7300 m,runedia,2025-06-22,2025,6,Domingo,7.3,Trofeu BTT La Vall de Laguar,25,91,False
"València, Canet D'En Berenguer",Natación,2000 m,runedia,2025-06-23,2025,6,Lunes,2.0,Travesia a Nado Canet D'en Berenguer,26,55,False
"Castelló, Morella",Btt,40000 m,runedia,2025-06-23,2025,6,Lunes,40.0,III BTT Morella Cicles AB,26,55,False
"Alacant, La Marina, Elche",Cross,6000 m,runedia,2025-06-23,2025,6,Lunes,6.0,III Cross Popular Playa El Rebollo,26,55,False
"València, Cullera",Asfalto,6200 m,runedia,2025-06-23,2025,6,Lunes,6.2,I Carrera Solidaria Baladre,26,55,False
"Castelló, Benicassim",Caminata,6000 m,runedia,2025-06-23,2025,6,Lunes,6.0,Marcha Litoral Oropesa - Benicassim,26,55,False
"València, Carlet",Btt,46000 m,runedia,2025-06-23,2025,6,Lunes,46.0,4 Marcha BTT Ciutat de Carlet,26,55,False
"Castelló, Almenara",Montaña,16700 m,runedia,2025-06-23,2025,6,Lunes,16.7,Cursa de muntanya de Almenara,26,55,False
"València, Sueca",Natación,5000 m,runedia,2025-06-23,2025,6,Lunes,5.0,Travessia Palmeres - Perelló - Palmeres 5000mts,26,55,False
"València, Llanera De Ranes",Ruta,7200 m,runedia,2025-06-23,2025,6,Lunes,7.2,Volta a peu Sant Joan Llanera de Ranes,26,55,False
"Alacant, Novelda",Asfalto,5750 m,runedia,2025-06-24,2025,6,Martes,5.75,Carrera popular barrio Sector centro,26,55,False
"Castelló, Almenara",Montaña,15500 m,runedia,2025-06-24,2025,6,Martes,15.5,Cursa de muntanya de Almenara,26,55,False
"València, Benetússer (Valencia)",Ruta,8000 m,runedia,2025-06-25,2025,6,Miércoles,8.0,Volta a peu a Benetússer. Cursa del Solstici,26,55,False
"València, Real De Gandia",Ruta,8000 m,runedia,2025-06-25,2025,6,Miércoles,8.0,Cursa popular Penya Real,26,55,False
"València, Valencia",Otros,1000 m,runedia,2025-06-25,2025,6,Miércoles,1000.0,Clínic de atletismo cárnicas Serrano,26,55,False
"València, Godella",Ruta,9900 m,runedia,2025-06-25,2025,6,Miércoles,9.9,Carrera popular de Godella,26,55,False
"Castelló, La Salzadella",Ruta,4000 m,runedia,2025-06-25,2025,6,Miércoles,4.0,Cursa popular la Salzadella,26,55,False
"Castelló, Vinaròs",Ruta,1500 m,runedia,2025-06-26,2025,6,Jueves,1.5,1.500 metres urbans ciutat de Vinaròs,26,55,False
"València, Bellreguard",Ruta,10000 m,runedia,2025-06-26,2025,6,Jueves,10.0,Volta a peu a la platja de Bellreguard,26,55,False
"València, Valencia",Cross,4000 m,runedia,2025-06-26,2025,6,Jueves,4.0,Carrera popular de San Juan,26,55,False
"Castelló, Orpesa",Montaña,25000 m,runedia,2025-06-26,2025,6,Jueves,25.0,Cursa de muntanya serra d´Orpesa,26,55,False
"Alacant, Novelda",Ruta,10000 m,runedia,2025-06-26,2025,6,Jueves,10.0,Cross popular barrio de la vereda,26,55,False
"València, Moixent",Asfalto,5000 m,runedia,2025-06-27,2025,6,Viernes,5.0,I Caminata y Carrera Nocturna Solidaria de Cruz Roja de Moixent,26,55,False
"València, Riba-Roja De Túria",Asfalto,7000 m,runedia,2025-06-27,2025,6,Viernes,7.0,XI Volta a Peu Nocturna Riba-Roja de Túria,26,55,False
"València, Benetússer (Valencia)",Asfalto,8600 m,runedia,2025-06-27,2025,6,Viernes,8.6,Volta a peu a Benetússer. Cursa del Solstici,26,55,False
"València, Calles",Montaña,23000 m,runedia,2025-06-27,2025,6,Viernes,23.0,Trail Anochecer,26,55,False
"València, Moixent",Asfalto,5000 m,runedia,2025-06-27,2025,6,Viernes,5.0,Caminata y Carrera Nocturna Solidaria de Cruz Roja de Moixent,26,55,False
"València, Bocairent",Asfalto,9000 m,runedia,2025-06-27,2025,6,Viernes,9.0,Volta a peu de Bocairent,26,55,False
"València, Calles",Montaña,23000 m,runedia,2025-06-28,2025,6,Sábado,23.0,I Trail Anochecer,26,55,False
"València, Cullera",Tierra,6000 m,runedia,2025-06-28,2025,6,Sábado,6.0,Voramar Nocturna Solidaria,26,55,False
"València, Bellreguard",Tierra,7500 m,runedia,2025-06-28,2025,6,Sábado,7.5,Volta a peu a la platja de Bellreguard,26,55,False
"València, Riba-Roja De Túria",Montaña,8000 m,runedia,2025-06-28,2025,6,Sábado,8.0,Volta a Peu Nocturna Riba-Roja de Túria,26,55,False
"València, Alboraia",Asfalto,10000 m,runedia,2025-06-28,2025,6,Sábado,10.0,10K Alboraya Contra el Cáncer,26,55,False
"Castelló, Vilafamés",Btt,40000 m,runedia,2025-06-28,2025,6,Sábado,40.0,Marxa Bicicleta Muntanya Vilafamés,26,55,False
"Castelló, Vilanova D´Alcolea",Asfalto,12000 m,runedia,2025-06-28,2025,6,Sábado,12.0,Caminada Solidària contra l´Esclerosi Múltiple,26,55,False
"València, Alboraia",Asfalto,10000 m,runedia,2025-06-28,2025,6,Sábado,10.0,10KM Divina Pastora Alboraya Contra el Cáncer,26,55,False
"València, Quart De Poblet",Asfalto,1609 m,runedia,2025-06-28,2025,6,Sábado,1.61,Milla urbana Quart de Poblet,26,55,False
"València, L'Eliana",Asfalto,6000 m,runedia,2025-06-28,2025,6,Sábado,6.0,Carrera solidaria l'Eliana contra el càncer,26,55,False
"València, Bellreguard",Asfalto,7500 m,runedia,2025-06-28,2025,6,Sábado,7.5,VI Cursa d´estiu Platja de Bellreguard,26,55,False
"València, Cheste",Bici Carretera,900000 m,runedia,2025-06-29,2025,6,Domingo,900.0,24 Horas Cyclo Circuit.  Campeonato de España ultrafondo 24 horas.,26,55,False
"Alacant,  Castell De Guadalest",Otros,2500 m,runedia,2025-06-29,2025,6,Domingo,2.5,Travesía a nado pantano de Guadalest,26,55,False
"València, Bellreguard",Ruta,7500 m,runedia,2025-06-29,2025,6,Domingo,7.5,Volta a peu a la platja de Bellreguard,26,55,False
"València, Alboraia",Asfalto,10400 m,runedia,2025-06-29,2025,6,Domingo,10.4,II 10KM Divina Pastora Alboraya Contra el Cáncer,26,55,False
"València, Almussafes",Asfalto,10000 m,runedia,2025-06-29,2025,6,Domingo,10.0,Volta a peu Almussafes,26,55,False
"València, Alcublas",Montaña,9000 m,runedia,2025-06-29,2025,6,Domingo,9.0,Desafío 9K Alcublas,26,55,False
"Alacant, Castell De Guadalest",Natación,2500 m,runedia,2025-06-29,2025,6,Domingo,2.5,6ª Travesía a Nado Pantano de Guadalest,26,55,False
"Castelló, Vilanova D´Alcolea",Asfalto,12000 m,runedia,2025-06-29,2025,6,Domingo,12.0,III Caminada Solidària contra l´Esclerosi Múltiple,26,55,False
"València, Valencia",Asfalto,10000 m,runedia,2025-06-29,2025,6,Domingo,10.0,Rexona Street Run - València,26,55,False
"València, Cullera",Travesía,8000 m,runedia,2025-06-29,2025,6,Domingo,8.0,Ruta Senderista Senda da la Lloma,26,55,False
"Castelló, Onda",Asfalto,10000 m,runedia,2025-06-29,2025,6,Domingo,10.0,I Carrera solidaria de Onda,26,55,False
"València, Gandía",Asfalto,10000 m,runedia,2025-06-29,2025,6,Domingo,10.0,Run 4 Parkinson Gandia,26,55,False
"València, Alcublas",Montaña,22000 m,runedia,2025-06-29,2025,6,Domingo,22.0,Desafío 22K Alcublas,26,55,False
"Castelló, Morella",Btt,38000 m,runedia,2025-06-29,2025,6,Domingo,38.0,IV BTT Morella Cicles AB,26,55,False
"València, Xeresa",Montaña,22250 m,runedia,2025-06-29,2025,6,Domingo,22.25,Trail de Xeresa a Montdúver,26,55,False
"València, Xeraco",Montaña,17500 m,runedia,2025-06-29,2025,6,Domingo,17.5,Pujada nocturna pel massís del Montduver,26,55,False
"Alacant, Santa Pola",Asfalto,10000 m,runedia,2025-06-29,2025,6,Domingo,10.0,10 Km internacional Villa de Santa Pola,26,55,False
"València, Godella",Ruta,12000 m,runedia,2025-06-30,2025,6,Lunes,12.0,Carrera popular de Godella,27,71,False
"Castelló, Cirat",Montaña,11000 m,runedia,2025-06-30,2025,6,Lunes,11.0,TRAIL CIRAT #siguelaliebre,27,71,False
"València, Alcublas",Montaña,20000 m,runedia,2025-06-30,2025,6,Lunes,20.0,Desafío 20K Alcublas,27,71,False
"València, Oliva",Natación,800000 m,runedia,2025-06-30,2025,6,Lunes,800.0,IV Travessia a la platja d´Oliva,27,71,False
"Alacant, Ibi",Montaña,16200 m,runedia,2025-06-30,2025,6,Lunes,16.2,Subida al refugio  Ibi,27,71,False
"Castelló, Benassal",Montaña,21000 m,runedia,2025-06-30,2025,6,Lunes,21.0,Cursa de Muntanya a Benassal Font de Vida,27,71,False
"Castelló, Ludiente",Montaña,15200 m,runedia,2025-06-30,2025,6,Lunes,15.2,Carrera de montaña villa de Ludiente,27,71,False
"València, L'Eliana",Ruta,6000 m,runedia,2025-06-30,2025,6,Lunes,6.0,Carrera solidaria l'Eliana contra el càncer,27,71,False
"València, Almussafes",Ruta,10000 m,runedia,2025-06-30,2025,6,Lunes,10.0,XXVI Volta a peu Almussafes,27,71,False
"Castelló, Ludiente",Montaña,14650 m,runedia,2025-07-01,2025,7,Martes,14.65,Carrera de montaña villa de Ludiente,27,71,False
"Alacant, Alicante",Cross,4600 m,runedia,2025-07-01,2025,7,Martes,4.6,Cross popular playa del Postiguet,27,71,False
"Alacant, Ibi",Montaña,16000 m,runedia,2025-07-01,2025,7,Martes,16.0,Subida al refugio,27,71,False
"València, Canet D'En Berenguer",Ruta,8500 m,runedia,2025-07-02,2025,7,Miércoles,8.5,Volta a peu a canet d'en Berenguer,27,71,False
"Castelló, Montán",Ruta,10000 m,runedia,2025-07-02,2025,7,Miércoles,10.0,Carrera popular Villa de Montán,27,71,False
"València, Vallés",Ruta,6950 m,runedia,2025-07-02,2025,7,Miércoles,6.95,Volta a peu a Vallés,27,71,False
